BookName,BookId,ISSN,Auth,Category,Publisher,PublishTime,isBorrowed,Reserve,location
Norwegian Wood (Vintage International Original),1097,375704027,Haruki Murakami,Philosophy,Vintage Books USA,2000,0,10,Library
A Little Princess,1098,874067391,Frances Hodgson  Burnett,Philosophy,Pages Publishing Group,1996,0,10,Library
Talking to Dragons (Enchanted Forest Chronicles (Paperback)),1099,590484753,Patricia C. Wrede,Philosophy,Point Fantasy,1995,0,10,Library
The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),1100,451527038,Jack London,Philosophy,Signet Classics,1998,0,10,Library
A Life God Rewards for Teens (The Breakthrough Series),1101,1590520777,Bruce Wilkinson,Philosophy,Multnomah,2002,0,10,Library
Calling on Dragons (Read with Me Paperbacks),1102,590484672,Patricia C. Wrede,Philosophy,Point Fantasy,1994,0,10,Library
A Temporary New Wife,1103,975311255,Malcolm Goodway,Philosophy,AuthorsOmniscient Publishers,2004,0,10,Library
Fall On Your Knees (Oprah #45),1104,743237188,Ann-Marie MacDonald,Philosophy,Touchstone,2002,0,10,Library
Reap the Wind,1105,553586122,Iris Johansen,Philosophy,Bantam Books,2002,0,10,Library
The Survivors Club,1106,553584510,LISA GARDNER,Philosophy,Bantam,2003,0,10,Library
Sins of Omission,1107,345341201,FERN MICHAELS,Philosophy,Ivy Books,1989,0,10,Library
White Lies,1108,1551662744,Linda Howard,Philosophy,Mira,1997,0,10,Library
Random Winds,1109,440175623,Belva Plain,Philosophy,Dell,1987,0,10,Library
The Carousel,1110,440216842,Belva Plain,Philosophy,Dell,1998,0,10,Library
While I Was Gone,1111,345443284,Sue Miller,Philosophy,Ballantine Books,1999,0,10,Library
Grass,1112,553285653,Sheri S. Tepper,Philosophy,Spectra Books,1990,0,10,Library
One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),1113,394800133,DR SEUSS,Philosophy,Random House Books for Young Readers,1960,0,10,Library
This Boy's Life: A Memoir,1114,60972777,Tobias Wolff,Philosophy,Perennial,1989,0,10,Library
Zlateh the Goat and Other Stories,1115,64401472,Isaac Bashevis Singer,Philosophy,HarperCollins Publishers,1984,0,10,Library
Winter's Tale,1116,156001942,Mark Helprin,Philosophy,Harvest Books,1995,0,10,Library
The Dancing Wu Li Masters: An Overview of the New Physics,1117,055326382X,Gary Zukav,Philosophy,Bantam Books,1994,0,10,Library
The World According to Garp (Ballantine Reader's Circle),1118,345418018,John Irving,Philosophy,Ballantine Books,1997,0,10,Library
Farewell To Arms,1119,684801469,Ernest Hemingway,Philosophy,Scribner,1995,0,10,Library
"The American Constitution: Its Origins and Development, Seventh Edition, Volume II",1120,393961192,Alfred H. Kelly,Philosophy,W. W. Norton &amp; Company,1991,0,10,Library
Collected Works of Emile Zola,1121,9997522052,Emile Zola,Philosophy,Chatto &amp; Windus,2001,0,10,Library
Plato Complete Works,1122,872203492,Plato,Philosophy,Hackett Publishing Company,1997,0,10,Library
The Twenty-Seventh City : A Novel (Bestselling Backlist),1123,312420145,Jonathan Franzen,Philosophy,Picador,2001,0,10,Library
"Cat (kat), n",1124,911104542,B Kliban,Philosophy,Workman Pub. Co,1975,0,10,Library
Breaking Clean,1125,375401318,JUDY BLUNT,Philosophy,Knopf,2002,0,10,Library
Felicia's Journey,1126,140253602,William Trevor,Philosophy,Penguin Books,1996,0,10,Library
Possessing the Secret of Joy,1127,671789422,Alice Walker,Philosophy,Pocket,1993,0,10,Library
History of Croatia,1128,1566193966,Stephen Gazi,Philosophy,Barnes Noble Books,0,0,10,Library
Angle of Repose (Contemporary American Fiction),1129,014016930X,Wallace Stegner,Philosophy,Penguin Books,1992,0,10,Library
White Noise (Contemporary American Fiction),1130,140077022,Don DeLillo,Philosophy,Penguin Books,1991,0,10,Library
Invisible Man,1131,679732764,Ralph Ellison,Philosophy,Vintage Books USA,1995,0,10,Library
Of Love and Shadows,1132,553273604,Isabel Allende,Philosophy,Bantam Books,1988,0,10,Library
The House of the Spirits,1133,553273914,Isabel Allende,Philosophy,Bantam Books,1986,0,10,Library
Where the Sidewalk Ends : Poems and Drawings,1134,60256672,Shel Silverstein,Philosophy,HarperCollins,1974,0,10,Library
Interpreter of Maladies,1135,039592720X,Jhumpa Lahiri,Philosophy,Houghton Mifflin Co,1999,0,10,Library
Glorious Country: Food Crafts Decorating,1136,1859671500,Liz Trigg,Philosophy,Natl Book Network,1995,0,10,Library
Loving,1137,810935627,Charles Sullivan,Philosophy,Harry N Abrams,1992,0,10,Library
Divine Secrets of the Ya-Ya Sisterhood: A Novel,1138,60928336,Rebecca Wells,Philosophy,Perennial,1997,0,10,Library
She's Come Undone (Oprah's Book Club (Paperback)),1139,671003755,Wally Lamb,Philosophy,Washington Square Press,1996,0,10,Library
JITTERBUG PERFUME,1140,553268449,TOM ROBBINS,Philosophy,Bantam,1985,0,10,Library
STONES FROM THE RIVER,1141,684844729,Ursula Hegi,Philosophy,Simon &amp; Schuster,1997,0,10,Library
Clarissa (abridged),1142,395051649,Samuel Richardson,Philosophy,Houghton Mifflin Company,1962,0,10,Library
Italian Fever: A Novel,1143,375705228,Valerie Martin,Philosophy,Vintage Books USA,2000,0,10,Library
One Hundred Years of Solitude,1144,038001503X,Gabriel Garcia Marquez,Philosophy,Avon Books,1970,0,10,Library
The Illustrated Encyclopedia of Buddhist Wisdom,1145,835607860,Gill Farrer-Halls,Philosophy,Quest Books,2000,0,10,Library
Common Phrases: And Where They Come From,1146,158574218X,John Mordock,Philosophy,The Lyons Press,2001,0,10,Library
"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp; Miracles",1147,806996021,Susan Bowes,Philosophy,Sterling Publishing,1997,0,10,Library
Dragonfly in Amber,1148,440215625,DIANA GABALDON,Philosophy,Dell,1993,0,10,Library
Naked,1149,316777730,David Sedaris,Philosophy,Back Bay Books,1998,0,10,Library
White Teeth,1150,375501851,Zadie Smith,Philosophy,Random House,2000,0,10,Library
Writing Down the Bones,1151,877733759,NATALIE GOLDBERG,Philosophy,Shambhala,1986,0,10,Library
"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",1152,805019367,Sue Grafton,Philosophy,Henry Holt &amp; Company,1994,0,10,Library
Ironweed,1153,140070206,William J. Kennedy,Philosophy,Penguin Books,1989,0,10,Library
Swimming in the Volcano: A Novel,1154,140236589,Bob Shacochis,Philosophy,Penguin Books,1994,0,10,Library
The Grapes of Wrath,1155,140042393,John Steinbeck,Philosophy,Penguin USA,1976,0,10,Library
The Grace and Truth Paradox: Responding with Christlike Balance,1156,1590520653,Randy Alcorn,Philosophy,Multnomah,2003,0,10,Library
The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,1157,1590521994,Nancy Cobb,Philosophy,Multnomah,2003,0,10,Library
Kreutzersonate. Eine Liebesgeschichte,1158,3446202218,Margriet de Moor,Philosophy,Hanser,2002,0,10,Library
Tollivers Reisen. Stadtgeschichten IV.,1159,3499134446,Armistead Maupin,Philosophy,Rowohlt Tb.,1995,0,10,Library
"HOW TO WIN FRIENDS, REVISED",1160,067142517X,Dale Carnegie,Philosophy,Simon &amp; Schuster,1981,0,10,Library
CUCKOO'S EGG,1161,671726889,Clifford Stoll,Philosophy,Pocket,1990,0,10,Library
Kiss the Girls,1162,446601241,James Patterson,Philosophy,Warner Books,1995,0,10,Library
Different Seasons,1163,451124340,Stephen King,Philosophy,Penguin Putnam~mass,1983,0,10,Library
The Witching Hour (Lives of the Mayfair Witches),1164,345384466,ANNE RICE,Philosophy,Ballantine Books,1993,0,10,Library
Jack &amp; Jill (Alex Cross Novels),1165,446604801,James Patterson,Philosophy,Warner Books,1997,0,10,Library
Vittorio the Vampire: New Tales of the Vampires,1166,345422392,Anne Rice,Philosophy,Ballantine Books,2001,0,10,Library
The House on Mango Street (Vintage Contemporaries),1167,679734775,SANDRA CISNEROS,Philosophy,Vintage,1991,0,10,Library
My Life in Dog Years,1168,440414717,Gary Paulsen,Philosophy,Yearling Books,1999,0,10,Library
Black Gold,1169,689715625,Marguerite Henry,Philosophy,Aladdin,1992,0,10,Library
Red Unicorn (Tor Fantasy),1170,812539389,Tanith Lee,Philosophy,Tor Books,1998,0,10,Library
The Silent Storm: Scholastic Edition,1171,152013369,Sherry Garland,Philosophy,Harcourt,1996,0,10,Library
Black Rainbow,1172,425124819,Barbara Michaels,Philosophy,Berkley Publishing Group,1994,0,10,Library
The Demon-Haunted World: Science As a Candle in the Dark,1173,345409469,Carl Sagan,Philosophy,Ballantine Books,1997,0,10,Library
"Teen Love:  On Relationships, A Book for Teenagers",1174,1558747346,Kimberly Kirberger,Philosophy,Health Communications,1999,0,10,Library
On The Verge (Red Dress Ink (Paperback)),1175,373250177,Ariella Papa,Philosophy,Red Dress Ink,2002,0,10,Library
Chaser: A Novel in E-Mails,1176,763615382,Michael J. Rosen,Philosophy,Candlewick Press (MA),2002,0,10,Library
Cool Women,1177,965975401,Dawn Chipman,Philosophy,Girl Press,1997,0,10,Library
Welcome to My Planet: Where English Is Sometimes Spoken,1178,141001771,Shannon Olson,Philosophy,Penguin Books,2001,0,10,Library
A STRING OF CHANCES (String of Chances Nrf),1179,068930935X,Phyllis Reynolds Naylor,Philosophy,Atheneum,1982,0,10,Library
"Frankenstein Or, the Modern Prometheus",1180,451523369,Mary Wollstonecraft Shelley,Philosophy,Signet Book,1994,0,10,Library
World of Pies : A Novel,1181,786884622,Karen Stolz,Philosophy,Hyperion,2001,0,10,Library
Love: A User's Guide,1182,449005569,CLARE NAYLOR,Philosophy,Ballantine Books,1999,0,10,Library
The Perks of Being a Wallflower,1183,671027344,Stephen Chbosky,Philosophy,MTV,1999,0,10,Library
Patapim e patapam (Le formiche),1184,8885989632,Antonio Albanese,Philosophy,Baldini&amp;Castoldi,1994,0,10,Library
Dragons of Summer Flame,1185,786927089,Margaret Weis,Philosophy,Wizards of the Coast,2002,0,10,Library
DANCING AT THE RASCAL FAIR,1186,684831058,Ivan Doig,Philosophy,Scribner,1996,0,10,Library
Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),1187,006019491X,Isabel Allende,Philosophy,HarperCollins,1999,0,10,Library
"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",1188,684819066,Sylvia Nasar,Philosophy,Simon &amp; Schuster,1998,0,10,Library
The Bridegroom: Stories (Great Reads),1189,375420673,Ha Jin,Philosophy,Pantheon Books,2000,0,10,Library
Kiss the Dust,1190,140368558,Elizabeth Laird,Philosophy,Puffin Books,1994,0,10,Library
"Slippage: Previously Poised, Previously Uncollected Stories",1191,395353416,Harlan Ellison,Philosophy,Houghton Mifflin,1997,0,10,Library
Portrait in Sepia,1192,66211611,Isabel Allende,Philosophy,HarperCollins Publishers,2001,0,10,Library
The Pilgrimage Road to Santiago : The Complete Cultural Handbook,1193,312254164,David M. Gitlitz,Philosophy,St. Martin's Griffin,2000,0,10,Library
Der Magier. Der Erbe der Nacht.,1194,3453147243,Wolfgang Hohlbein,Philosophy,Heyne,1999,0,10,Library
Der fremde Freund. (Drachenblut).,1195,3746611229,Christoph Hein,Philosophy,Aufbau Tb,1982,0,10,Library
Die Meute der Erben.,1196,3492229336,Gaby Hauptmann,Philosophy,Piper,1999,0,10,Library
Ein Mann fÃ?Â¼r jede Gelegenheit.,1197,3453177800,Carolyn See,Philosophy,Heyne,2001,0,10,Library
Der Geteilte Himmel,1198,3423009152,Christa Wolf,Philosophy,Deutscher Taschenbuch Verlag,0,0,10,Library
Helden wie wir.,1199,3596133319,Thomas Brussig,Philosophy,"Fischer (Tb.), Frankfurt",1998,0,10,Library
Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.,1200,3822813397,Piers Vitebsky,Philosophy,Taschen Verlag,2001,0,10,Library
Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,1201,3426871874,Christopher Weidner,Philosophy,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",2003,0,10,Library
Das Meer und kleine Fische.,1202,3453171977,Terry Pratchett,Philosophy,Heyne,2000,0,10,Library
Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,1203,3423620005,Jostein Gaarder,Philosophy,Dtv,1999,0,10,Library
The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),1204,034537522X,J.R.R. TOLKIEN,Philosophy,Del Rey,1992,0,10,Library
The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),1205,345375211,J. R. R. Tolkien,Philosophy,Del Rey Books,1992,0,10,Library
Waking Up Screaming: Haunting Tales of Terror,1206,034545829X,H. P. Lovecraft,Philosophy,Del Rey Books,2003,0,10,Library
Dharma Bums,1207,140042520,Jack Kerouac,Philosophy,Penguin Books,1991,0,10,Library
American Gods,1208,380789035,Neil Gaiman,Philosophy,HarperTorch,2002,0,10,Library
Just Here Trying to Save a Few Lives : Tales of Life and Death from the ER,1209,446677574,Pamela Grim,Philosophy,Warner Books,2002,0,10,Library
2061: Odyssey Three,1210,345358791,Arthur C. Clarke,Philosophy,Del Rey Books,1991,0,10,Library
"Tales of the City (Tales of the City Series, V. 1)",1211,60964049,Armistead Maupin,Philosophy,Perennial,1989,0,10,Library
Pigeon,1212,380558483,Jay Bennett,Philosophy,Harpercollins Juvenile Books,1983,0,10,Library
Deadly Sleep,1213,1558171398,John Applegate,Philosophy,Pinnacle Books,1988,0,10,Library
Demon Night,1214,425121046,J. Michael Straczynski,Philosophy,Berkley Pub Group,1990,0,10,Library
Harp and the Blade,1215,441317502,John Myers Myers,Philosophy,Ace Books,1985,0,10,Library
"The World, the Flesh and the Devil",1216,804102279,Reay Tannahill,Philosophy,Ivy Books,1988,0,10,Library
"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",1217,812551389,Jack Whyte,Philosophy,Forge,1996,0,10,Library
"One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.)",1218,345298985,Stephen R. Donaldson,Philosophy,Ballantine Books,1982,0,10,Library
White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),1219,345316991,Stephen R Donaldson,Philosophy,Ballantine Books,1984,0,10,Library
Wounded Land (Second Chronicles of Thomas Covenant),1220,034531042X,Stephen R. Donaldson,Philosophy,Del Rey Books,1981,0,10,Library
"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)",1221,345310306,Stephen R. Donaldson,Philosophy,Del Rey Books,1979,0,10,Library
Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever),1222,345310292,Stephen Donaldson,Philosophy,Ballantine Books,1978,0,10,Library
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One)",1223,034531011X,Stephen R. Donaldson,Philosophy,Del Rey Books,1978,0,10,Library
Killing Mister Watson,1224,679734058,Peter Matthiessen,Philosophy,Vintage Books USA,1991,0,10,Library
Exocet,1225,451130448,Jack Higgins,Philosophy,Penguin Putnam~mass,1984,0,10,Library
The Crib,1226,553266500,Paul Kent,Philosophy,Bantam Books,1987,0,10,Library
Red Dragon,1227,440206154,Thomas Harris,Philosophy,Dell Publishing Company,2000,0,10,Library
Jurassic Park,1228,345370775,Michael Crichton,Philosophy,Ballantine Books,1999,0,10,Library
Imaginary Lands,1229,441366945,Robin McKinley,Philosophy,Ace Books,1985,0,10,Library
So That Others May Live: Caroline Hebard &amp; Her Search-And-Rescue Dogs,1230,553574833,Hank Whittemore,Philosophy,Bantam Books,1996,0,10,Library
How to Get Your Kid to Eat but Not Too Much,1231,915950839,Ellyn Satter,Philosophy,Bull Publishing Company,1987,0,10,Library
Shape Changer,1232,60242388,Bill Brittain,Philosophy,Harpercollins Juvenile Books,1994,0,10,Library
The Piano Lesson (Plume Drama),1233,452265347,August Wilson,Philosophy,Plume Books,1990,0,10,Library
Trading Places,1234,743457943,Fern Michaels,Philosophy,Pocket Star,2003,0,10,Library
Stanislaski Brothers (Silhouette Promo),1235,373484224,Nora Roberts,Philosophy,Silhouette,2000,0,10,Library
Housekeeping,1236,553205757,Marilynn Robinson,Philosophy,Bantam Books,1982,0,10,Library
A Feather on the Breath of God: A Novel,1237,60171510,Sigrid Nunez,Philosophy,HarperCollins Publishers,1995,0,10,Library
I Thought My Father Was God: And Other True Tales from NPR's National Story Project,1238,312421001,Paul Auster,Philosophy,Picador,2002,0,10,Library
Highland Fling,1239,786000988,Amanda Scott,Philosophy,Pinnacle Books,1995,0,10,Library
Neverwhere,1240,380789019,Neil Gaiman,Philosophy,Avon,1998,0,10,Library
French Lieutenant Woman,1241,451135989,John Fowles,Philosophy,Penguin Putnam~mass,1981,0,10,Library
The Thorn Birds,1242,380018179,Colleen McCullough,Philosophy,Avon,1978,0,10,Library
"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",1243,679004785,Christopher Catling,Philosophy,Fodor's,2000,0,10,Library
On Her Own Ground : The Life and Times of Madam C.J. Walker,1244,684825821,A'Lelia Bundles,Philosophy,Scribner,2001,0,10,Library
Four Complete Lord Peter Wimsey Novels,1245,517395754,Dorothy L. Sayers,Philosophy,Random House Value Publishing,1982,0,10,Library
"Forever... : A Novel of Good and Evil, Love and Hope",1246,067101420X,Jude Deveraux,Philosophy,Pocket,2002,0,10,Library
The God of Small Things,1247,679457313,Arundhati Roy,Philosophy,Random House Inc,1997,0,10,Library
Gift From The Sea,1248,394557433,Anne Morrow Lindbergh,Philosophy,Pantheon Books,1986,0,10,Library
The Beekeeper's Apprentice,1249,553571656,LAURIE R. KING,Philosophy,Bantam,1996,0,10,Library
The Red Tent : A Novel,1250,312169787,Anita Diamant,Philosophy,St. Martin's Press,1997,0,10,Library
The Earth House,1251,942257324,Jeanne Duprau,Philosophy,New Chapter Press,1992,0,10,Library
Tracks,1252,805008950,Louise Erdrich,Philosophy,Smithmark Pub,1988,0,10,Library
Mother of Pearl,1253,786866276,Melinda Haynes,Philosophy,Hyperion,1999,0,10,Library
Baba: A Return to China upon My Father's Shoulders,1254,151000638,Belle Yang,Philosophy,Harcourt,1994,0,10,Library
Larry's Party,1255,140266771,Carol Shields,Philosophy,Penguin Books,1998,0,10,Library
In Love &amp; Trouble: Stories of Black Women,1256,015644450X,Alice Walker,Philosophy,Harvest Books,1974,0,10,Library
Pale Fire: A Novel (Vintage International),1257,679723420,Vladimir Vladimirovich Nabokov,Philosophy,Vintage Books USA,1989,0,10,Library
The Anubis Gates,1258,441004016,Tim Powers,Philosophy,Ace Books,1997,0,10,Library
The Vulcan Academy Murders,1259,671500546,Jean Lorrah,Philosophy,Star Trek,1984,0,10,Library
Picture of Dorian Gray,1260,140620338,Oscar Wilde,Philosophy,Penguin Putnam~mass,0,0,10,Library
Samuel Taylor Coelridge (Everyman Poetry Library),1261,460878263,John Beer,Philosophy,Everyman Paperback Classics,1997,0,10,Library
Der Alchimist.,1262,3257061269,Paulo Coelho,Philosophy,"Diogenes Verlag, ZÃ?Â¼rich",2003,0,10,Library
Das Lied der alten Steine.,1263,3453210999,Barbara Erskine,Philosophy,Heyne,2002,0,10,Library
"Suche Hose, biete Rock.",1264,3404126661,Annegrit Arens,Philosophy,LÃ?Â¼bbe,1997,0,10,Library
Zeit im Wind.,1265,3453177622,Nicholas Sparks,Philosophy,Heyne,2000,0,10,Library
Shadowrun. Deutschland in den Schatten.,1266,3453863593,Hans Joachim Alpers,Philosophy,Heyne,2003,0,10,Library
Der Fanger Im Roggen,1267,3499108518,Jerome D. Salinger,Philosophy,Rowohlt Tb.,1966,0,10,Library
Demian. Die Geschichte von Emil Sinclairs Jugend.,1268,3518367064,Hermann Hesse,Philosophy,Suhrkamp,1974,0,10,Library
Vielleicht lieber morgen.,1269,3453199766,Stephen Chbosky,Philosophy,Heyne,2001,0,10,Library
"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",1270,3746670144,Claudia von Zglinicki,Philosophy,Aufbau Taschenbuch Verlag,1995,0,10,Library
Das Druidentor.,1271,3453088433,Wolfgang Hohlbein,Philosophy,Heyne,2002,0,10,Library
Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,1272,425137015,Linda Lael Miller,Philosophy,Berkley Publishing Group,1997,0,10,Library
Vice,1273,553572490,Jane Feather,Philosophy,Bantam,1996,0,10,Library
West of Dodge,1274,553576976,LOUIS L'AMOUR,Philosophy,Bantam,1997,0,10,Library
The Union Forever (Lost Regiment (Numbered)),1275,451450604,William Forstchen,Philosophy,Roc,1997,0,10,Library
The Callahan Touch,1276,441001335,Spider Robinson,Philosophy,Ace Books,1996,0,10,Library
Caverns of Socrates,1277,451454677,Dennis L. McKiernan,Philosophy,Roc,1996,0,10,Library
"Between The Sheets (Harlequin Temptation, No 607)",1278,373257074,Mallory Rush,Philosophy,Harlequin,1996,0,10,Library
Kent Montana and the Really Ugly Thing from Mars,1279,441435351,Lionel Fenn,Philosophy,Ace Books,1990,0,10,Library
Black Knight,1280,373092237,Carole Halston,Philosophy,Silhouette,1985,0,10,Library
"Midsummer Madness (Silhouette Desire, No 729)",1281,373057296,Christine Rimmer,Philosophy,Silhouette,1992,0,10,Library
"Hand Of An Angel (Silhouette Desire, No 844)",1282,373058446,BJ James,Philosophy,Silhouette,1994,0,10,Library
The crow road,1283,349103232,Iain Banks,Philosophy,Abacus,1993,0,10,Library
Life Is Elsewhere,1284,571197779,Milan Kundera,Philosophy,Faber &amp; Faber,2000,0,10,Library
Breakfast at Tiffany's: And Three Stories (First Vintage International),1285,679745653,Truman Capote,Philosophy,Vintage Books USA,1993,0,10,Library
Golden Gate,1286,571200389,Vikram Seth,Philosophy,Faber Faber Inc,0,0,10,Library
Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,1287,785268480,Darrell Scott,Philosophy,Nelson Books,2000,0,10,Library
The Sorrows of Young Werther (Penguin Classics),1288,014044503X,Johann Wolfgang Von Goethe,Philosophy,Penguin Books,1989,0,10,Library
"Metropolis (Bfi Film Classics, 54)",1289,851707777,Thomas Elsaesser,Philosophy,British Film Institute,2000,0,10,Library
Alien at St Wilfred's,1290,6276199,Adrian Plass,Philosophy,Zondervan,1999,0,10,Library
Why I Follow Jesus,1291,551031123,Adrian Plass,Philosophy,Zondervan Publishing Company,2000,0,10,Library
"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",1292,551030682,Adrian Plass,Philosophy,Zondervan,1997,0,10,Library
Colours of Survival,1293,551032510,Adrian Plass,Philosophy,Zondervan,2000,0,10,Library
Angelas Ashes,1294,000649840X,Frank Mccourt,Philosophy,Harpercollins Uk,0,0,10,Library
Far from the Madding Crowd (Penguin Classics),1295,140431268,Thomas Hardy,Philosophy,Penguin Books,1989,0,10,Library
Memoirs of a Geisha Uk,1296,99771519,Arthur Golden,Philosophy,Trafalgar Square,0,0,10,Library
Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,1297,486265862,Stephen Quirke,Philosophy,Dover Publications,1991,0,10,Library
"Last Dance, Last Chance (Ann Rule's Crime Files)",1298,067102535X,Ann Rule,Philosophy,Pocket,2002,0,10,Library
Ham on Rye,1299,876855575,Charles Bukowski,Philosophy,Ecco,1982,0,10,Library
Once,1300,330376136,James Herbert,Philosophy,Pan,2002,0,10,Library
Are You Experienced?,1301,140272658,William Sutcliffe,Philosophy,Penguin Books Ltd,1998,0,10,Library
"Oh, wie schÃ?Â¶n ist Panama",1302,3407780028,Janosch,Philosophy,Beltz,2001,0,10,Library
"Komm, wir finden einen Schatz",1303,3407780117,Janosch,Philosophy,Beltz,2001,0,10,Library
Konig Babar,1304,3257250398,Jean de Brunhoff,Philosophy,Not Avail,1920,0,10,Library
Die Geschichte Von Babar,1305,3257250053,Jean de Brunhoff,Philosophy,Diogenes,1920,0,10,Library
Serafin und seine Wundermaschine.,1306,3257250460,Philippe Fix,Philosophy,Diogenes,1999,0,10,Library
Ich schenk Dir meinen Mann.,1307,3442435951,Claudia Keller,Philosophy,Goldmann,1997,0,10,Library
Die PrÃ?Â¼fung.,1308,3442435838,F. Paul Wilson,Philosophy,Goldmann,1996,0,10,Library
Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,1309,3608919724,Arnold A. Lazarus,Philosophy,Klett-Cotta,1999,0,10,Library
Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,1310,3453132262,Clarissa Pinkola Estes,Philosophy,Heyne,1997,0,10,Library
Was ist das?,1311,379411664X,Virginia Allen Jensen,Philosophy,SauerlÃ?Â¤nder,1993,0,10,Library
Post fÃ?Â¼r den Tiger,1312,340780573X,Janosch,Philosophy,Beltz,1996,0,10,Library
Das Leben der Thiere,1313,3407805853,Janosch,Philosophy,Beltz,1991,0,10,Library
Choke,1314,385720920,CHUCK PALAHNIUK,Philosophy,Anchor,2002,0,10,Library
Survivor : A Novel,1315,385498721,CHUCK PALAHNIUK,Philosophy,Anchor,2000,0,10,Library
Gifted Trust,1316,972948503,John Paul Allen,Philosophy,Biting Dog Publications,2003,0,10,Library
"Lamb : The Gospel According to Biff, Christ's Childhood Pal",1317,380813815,Christopher Moore,Philosophy,Perennial,2003,0,10,Library
Le Coq De Bruygre (Folio Ser; No. 1229)),1318,2070372294,Tournier,Philosophy,Distribooks Inc,1987,0,10,Library
Retour Ã?Â  Brooklyn,1319,2264030542,Hubert Selby,Philosophy,Editions 10/18,1999,0,10,Library
"Ask for May, Settle for June (A Doonesbury book)",1320,30615321,G. B. Trudeau,Philosophy,Henry Holt &amp; Co,1982,0,10,Library
The Curse of Madame C : A Far Side Collection,1321,836217632,Gary Larson,Philosophy,Andrews McMeel Publishing,1994,0,10,Library
Lake Wobegon Days,1322,140099832,Garrison Keillor,Philosophy,Penguin/Puffin Mass Market (Mm),1990,0,10,Library
Rush Limbaugh Is a Big Fat Idiot: And Other Observations,1323,385314744,Al Franken,Philosophy,Delacorte Press,1996,0,10,Library
Happy Trails,1324,316107417,Berke Breathed,Philosophy,Little Brown &amp; Co,1990,0,10,Library
"14,000 Things to Be Happy About",1325,894803700,Barbara Ann Kipfer,Philosophy,Workman Publishing,1990,0,10,Library
In the Frame,1326,449221164,Dick Francis,Philosophy,Fawcett Books,1993,0,10,Library
The New Rabbi : A Congregation Searches for Its Leader,1327,553801031,STEPHEN FRIED,Philosophy,Bantam,2002,0,10,Library
Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),1328,590457225,Patricia C. Wrede,Philosophy,Scholastic,1992,0,10,Library
All Too Human : A Political Education,1329,316929190,George Stephanopoulos,Philosophy,"Little, Brown",1999,0,10,Library
Rubyfruit Jungle,1330,553052845,Rita Mae Brown,Philosophy,Bantam Dell Pub Group,1988,0,10,Library
Little Women (Penguin Classics),1331,140390693,Louisa May Alcott,Philosophy,Penguin Books,1989,0,10,Library
The Thief Lord,1332,439404371,Cornelia Funke,Philosophy,Scholastic,2002,0,10,Library
Fantastic Four Illustrated Books,1333,939766027,Stan Lee,Philosophy,Marvel Books,1982,0,10,Library
"Sex, Art, and American Culture: Essays",1334,679741011,Camille Paglia,Philosophy,Vintage Books USA,1992,0,10,Library
Return of the Jedi (Star Wars),1335,345307674,James Kahn,Philosophy,Del Rey Books,1983,0,10,Library
Stranger in a Strange Land,1336,425071421,Robert A. Heinlein,Philosophy,Berkley Publishing Group,1984,0,10,Library
Ship Who Sang,1337,345297687,Anne McCaffrey,Philosophy,Del Rey Books,1979,0,10,Library
Little Women (Treasury of Illustrated Classics),1338,766607119,Louisa May Alcott,Philosophy,Modern Publishing,2003,0,10,Library
The Color of Water: A Black Man's Tribute to His White Mother,1339,1573225789,James McBride,Philosophy,Riverhead Books,1997,0,10,Library
Wayside School is Falling Down,1340,380754843,Louis Sachar,Philosophy,HarperTrophy,1990,0,10,Library
